experiment,test_dir,test_case,rep,two_stage_cot,best_of_n,t0,tmax,prompt,csv_score,text_score,bleu,spice,best_score,best_idx,best_result_path
rep1_tsfalse_bon1_t0_tmax0p15,test_11,11,1,False,1,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",0.3333333333333333,0.13019171363822793,0.06807573496876357,0.1923076923076923,0.7968583803048945,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon1_t0_tmax0p15\test_11\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_1,1,1,False,2,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.7157776185897019,0.6315552371794037,0.8000000000000002,1.7157776185897018,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_1\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_2,2,1,False,2,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.36351147109278914,0.2270229421855783,0.5,0.36351147109278914,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_2\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_3,3,1,False,2,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.0,1.1461721342858937e-05,2.2923442685717873e-05,0.0,1.1461721342858937e-05,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_3\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_4,4,1,False,2,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.2633436845641095,0.27668736912821895,0.25,0.2633436845641095,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_4\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_5,5,1,False,2,0.0,0.15,Which store has the most sales in october 2022 ?,0.5,0.7069881440578669,0.6639762881157338,0.75,1.206988144057867,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_5\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_6,6,1,False,2,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43826601735662524,0.23367489185610754,0.6428571428571429,1.4382660173566253,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_6\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_7,7,1,False,2,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.0,0.03679855130832045,0.029152658172196463,0.044444444444444446,0.37013188464165375,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_7\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_8,8,1,False,2,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",0.0,0.00423476167224723,0.00846952334449446,0.0,0.00423476167224723,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_8\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_9,9,1,False,2,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.3524761322354837,0.24341380293250578,0.46153846153846156,0.3524761322354837,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_9\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_10,10,1,False,2,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_10\best_result.json
rep1_tsfalse_bon2_t0_tmax0p15,test_11,11,1,False,2,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",0.3333333333333333,0.13703680787341274,0.0635472999573518,0.21052631578947367,0.8037034745400793,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_11\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_1,1,1,False,3,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.7157776185897019,0.6315552371794037,0.8000000000000002,1.7157776185897018,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_1\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_2,2,1,False,3,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.36351147109278914,0.2270229421855783,0.5,0.36351147109278914,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_2\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_3,3,1,False,3,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.0,1.1461721342858937e-05,2.2923442685717873e-05,0.0,1.1461721342858937e-05,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_3\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_4,4,1,False,3,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.2633436845641095,0.27668736912821895,0.25,0.2633436845641095,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_4\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_5,5,1,False,3,0.0,0.15,Which store has the most sales in october 2022 ?,0.5,0.7565877837896628,0.6560327104364686,0.8571428571428571,1.2565877837896628,2.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_5\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_6,6,1,False,3,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43826601735662524,0.23367489185610754,0.6428571428571429,1.4382660173566253,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_6\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_7,7,1,False,3,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.0,0.03736839126410886,0.02345473124616644,0.05128205128205128,0.37070172459744216,2.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_7\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_8,8,1,False,3,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",0.0,0.003513323780570599,0.007026647561141198,0.0,0.003513323780570599,2.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_8\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_9,9,1,False,3,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.33599261575196715,0.24341380293250578,0.42857142857142855,0.33599261575196715,2.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_9\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_10,10,1,False,3,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_10\best_result.json
rep1_tsfalse_bon3_t0_tmax0p15,test_11,11,1,False,3,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",0.3333333333333333,0.17346220595461678,0.06622265752326865,0.2807017543859649,0.8401288726212834,2.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_11\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_1,1,1,True,1,0.0,0.15,What is the total sales in october 2022 ?,0.0,0.6853372888528,0.5706745777055999,0.8000000000000002,0.6853372888528,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_1\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_2,2,1,True,1,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.0,0.0,0.0,0.0,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_2\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_3,3,1,True,1,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.0,0.16776673308539303,0.012952821009495756,0.3225806451612903,0.16776673308539303,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_3\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_4,4,1,True,1,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.3552314312936365,0.460462862587273,0.25,0.3552314312936365,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_4\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_5,5,1,True,1,0.0,0.15,Which store has the most sales in october 2022 ?,1.0,0.7340441979572936,0.6109455387717302,0.8571428571428571,1.7340441979572936,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_5\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_6,6,1,True,1,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43267263471429895,0.19867860276193125,0.6666666666666666,1.432672634714299,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_6\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_7,7,1,True,1,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_7\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_8,8,1,True,1,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",1.0,0.008012653910648143,0.016025307821296287,0.0,1.0080126539106482,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_8\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_9,9,1,True,1,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.4180150833322522,0.26460159523593296,0.5714285714285714,0.4180150833322522,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_9\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_10,10,1,True,1,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_10\best_result.json
rep1_tstrue_bon1_t0_tmax0p15,test_11,11,1,True,1,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_11\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_1,1,1,True,2,0.0,0.15,What is the total sales in october 2022 ?,0.0,0.6853372888528,0.5706745777055999,0.8000000000000002,0.6853372888528,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_1\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_2,2,1,True,2,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.3622759481092677,0.22455189621853547,0.5,0.3622759481092677,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_2\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_3,3,1,True,2,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.23809523809523808,0.00045764740199548285,0.0009152948039909657,0.0,0.23855288549723355,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_3\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_4,4,1,True,2,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.3552314312936365,0.460462862587273,0.25,0.3552314312936365,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_4\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_5,5,1,True,2,0.0,0.15,Which store has the most sales in october 2022 ?,1.0,0.7340441979572936,0.6109455387717302,0.8571428571428571,1.7340441979572936,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_5\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_6,6,1,True,2,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43267263471429895,0.19867860276193125,0.6666666666666666,1.432672634714299,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_6\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_7,7,1,True,2,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.0,0.046893063804643566,0.021058854882014418,0.07272727272727271,0.3802263971379769,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_7\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_8,8,1,True,2,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",1.0,0.008012653910648143,0.016025307821296287,0.0,1.0080126539106482,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_8\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_9,9,1,True,2,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.4180150833322522,0.26460159523593296,0.5714285714285714,0.4180150833322522,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_9\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_10,10,1,True,2,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_10\best_result.json
rep1_tstrue_bon2_t0_tmax0p15,test_11,11,1,True,2,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon2_t0_tmax0p15\test_11\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_1,1,1,True,3,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.7157776185897019,0.6315552371794037,0.8000000000000002,1.7157776185897018,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_1\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_2,2,1,True,3,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.5396755171068324,0.5338964887591194,0.5454545454545454,0.5396755171068324,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_2\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_3,3,1,True,3,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.3125,0.11836639663120777,0.01451057104019332,0.2222222222222222,0.43086639663120774,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_3\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_4,4,1,True,3,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.37543592144604937,0.5008718428920987,0.25,0.37543592144604937,1.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_4\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_5,5,1,True,3,0.0,0.15,Which store has the most sales in october 2022 ?,1.0,0.7340441979572936,0.6109455387717302,0.8571428571428571,1.7340441979572936,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_5\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_6,6,1,True,3,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43267263471429895,0.19867860276193125,0.6666666666666666,1.432672634714299,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_6\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_7,7,1,True,3,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.07462686567164178,0.13438546599733509,0.06364272686646505,0.20512820512820512,0.5423456650023102,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_7\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_8,8,1,True,3,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",1.0,0.008012653910648143,0.016025307821296287,0.0,1.0080126539106482,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_8\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_9,9,1,True,3,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.4180150833322522,0.26460159523593296,0.5714285714285714,0.4180150833322522,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_9\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_10,10,1,True,3,0.0,0.15,"Which stores sold more than 1000 items in December 2021? Show total and promo sales, then plot them with a visualization",0.20833333333333334,0.04554709408165458,0.004137666424178714,0.08695652173913045,0.9205470940816546,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_10\best_result.json
rep1_tstrue_bon3_t0_tmax0p15,test_11,11,1,True,3,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon3_t0_tmax0p15\test_11\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_1,1,2,False,1,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.7157776185897019,0.6315552371794037,0.8000000000000002,1.7157776185897018,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_1\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_2,2,2,False,1,0.0,0.15,How many units we sold in september 2022 ?,0.0,0.36351147109278914,0.2270229421855783,0.5,0.36351147109278914,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_2\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_3,3,2,False,1,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),0.0,1.1461721342858937e-05,2.2923442685717873e-05,0.0,1.1461721342858937e-05,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_3\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_4,4,2,False,1,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,0.0,0.2633436845641095,0.27668736912821895,0.25,0.2633436845641095,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_4\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_5,5,2,False,1,0.0,0.15,Which store has the most sales in october 2022 ?,0.5,0.7069881440578669,0.6639762881157338,0.75,1.206988144057867,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_5\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_6,6,2,False,1,0.0,0.15,List top 10 stores by average transaction value during December 2021,1.0,0.43826601735662524,0.23367489185610754,0.6428571428571429,1.4382660173566253,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_6\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_7,7,2,False,1,0.0,0.15,Show me in a bar plot the monthly sales in 2022,0.0,0.03679855130832045,0.029152658172196463,0.044444444444444446,0.37013188464165375,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_7\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_8,8,2,False,1,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",0.0,0.00309850566199484,0.00619701132398968,0.0,0.00309850566199484,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_8\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_9,9,2,False,1,0.0,0.15,Give me by SKU level the top 3 products in January 2022,0.0,0.2947025350844016,0.20230829597525474,0.3870967741935484,0.2947025350844016,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_9\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_10,10,2,False,1,0.0,0.15,,,,,,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_10\best_result.json
rep2_tsfalse_bon1_t0_tmax0p15,test_11,11,2,False,1,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",0.3333333333333333,0.13019171363822793,0.06807573496876357,0.1923076923076923,0.7968583803048945,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon1_t0_tmax0p15\test_11\best_result.json
rep2_tsfalse_bon2_t0_tmax0p15,test_1,1,2,False,2,0.0,0.15,What is the total sales in october 2022 ?,1.0,0.7157776185897019,0.6315552371794037,0.8000000000000002,1.7157776185897018,0.0,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep2_tsfalse_bon2_t0_tmax0p15\test_1\best_result.json
