experiment,test_dir,test_case,rep,two_stage_cot,best_of_n,t0,tmax,prompt,stage,duration_ms,emissions_kg_est,stage_metrics_path
rep1_tsfalse_bon2_t0_tmax_0_,test_3,3,1,False,2,0,0,Find product categories that decreased sales during the 2021 holiday season (November to December),analyzing_data,10121,0.00044797455345509655,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_3\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_3,3,1,False,2,0,0,Find product categories that decreased sales during the 2021 holiday season (November to December),lookup_sales_data,3131,0.00013858396668984364,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_3\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_4,4,1,False,2,0,0,How much was the variational change between in sales beween January to February in 2022,analyzing_data,559,6.978735267722152e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_4\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_4,4,1,False,2,0,0,How much was the variational change between in sales beween January to February in 2022,lookup_sales_data,1316,0.00016429366032777017,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_4\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_5,5,1,False,2,0,0,Which store has the most sales in october 2022 ?,analyzing_data,539,6.536951540368555e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_5\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_5,5,1,False,2,0,0,Which store has the most sales in october 2022 ?,lookup_sales_data,1355,0.00016433338287939503,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_5\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_6,6,1,False,2,0,0,List top 10 stores by average transaction value during December 2021,analyzing_data,2260,0.00020390795243167004,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_6\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_6,6,1,False,2,0,0,List top 10 stores by average transaction value during December 2021,lookup_sales_data,1469,0.0001325401690805855,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_6\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_7,7,1,False,2,0,0,Show me in a bar plot the monthly sales in 2022,analyzing_data,3564,0.00023642859096436453,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_7\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_7,7,1,False,2,0,0,Show me in a bar plot the monthly sales in 2022,create_visualization,5294,0.000351193311045271,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_7\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_7,7,1,False,2,0,0,Show me in a bar plot the monthly sales in 2022,decide_tool,597,3.960377912618564e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_7\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_7,7,1,False,2,0,0,Show me in a bar plot the monthly sales in 2022,lookup_sales_data,1608,0.00010667148548560554,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_7\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_8,8,1,False,2,0,0,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",analyzing_data,8593,0.0008100523961191501,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_8\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_8,8,1,False,2,0,0,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",lookup_sales_data,1741,0.00016412210190194814,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_8\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_9,9,1,False,2,0,0,Give me by SKU level the top 3 products in January 2022,analyzing_data,1370,0.0001235333805250142,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_9\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_9,9,1,False,2,0,0,Give me by SKU level the top 3 products in January 2022,lookup_sales_data,1650,0.00014878107873450615,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_9\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_11,11,1,False,2,0,0,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",analyzing_data,3923,0.00023952824769067204,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_11\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_11,11,1,False,2,0,0,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",create_visualization,5634,0.0003439974885264456,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_11\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_11,11,1,False,2,0,0,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",decide_tool,807,4.927333568350047e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_11\stage_metrics.json
rep1_tsfalse_bon2_t0_tmax_0_,test_11,11,1,False,2,0,0,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",lookup_sales_data,2138,0.00013054075798181412,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon2_t0_tmax_0_\test_11\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_1,1,1,False,3,0,0,What is the total sales in october 2022 ?,analyzing_data,485,9.736666412166496e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_1\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_1,1,1,False,3,0,0,What is the total sales in october 2022 ?,lookup_sales_data,1157,0.00023227470183250791,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_1\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_2,2,1,False,3,0,0,How many units we sold in september 2022 ?,analyzing_data,472,8.399231189864446e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_2\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_2,2,1,False,3,0,0,How many units we sold in september 2022 ?,lookup_sales_data,1254,0.00022314906593411045,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_2\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_3,3,1,False,3,0,0,Find product categories that decreased sales during the 2021 holiday season (November to December),analyzing_data,11377,0.0007230726974989499,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_3\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_3,3,1,False,3,0,0,Find product categories that decreased sales during the 2021 holiday season (November to December),lookup_sales_data,2541,0.00016149492171440904,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_3\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_4,4,1,False,3,0,0,How much was the variational change between in sales beween January to February in 2022,analyzing_data,578,0.00010265615185851124,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_4\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_4,4,1,False,3,0,0,How much was the variational change between in sales beween January to February in 2022,lookup_sales_data,1331,0.00023639331855307693,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_4\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_5,5,1,False,3,0,0,Which store has the most sales in october 2022 ?,analyzing_data,499,9.11824800885082e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_5\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_5,5,1,False,3,0,0,Which store has the most sales in october 2022 ?,lookup_sales_data,1331,0.00024321419037636152,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_5\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_6,6,1,False,3,0,0,List top 10 stores by average transaction value during December 2021,analyzing_data,2483,0.0003000378099632034,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_6\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_6,6,1,False,3,0,0,List top 10 stores by average transaction value during December 2021,lookup_sales_data,1900,0.00022958994721308354,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_6\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_7,7,1,False,3,0,0,Show me in a bar plot the monthly sales in 2022,analyzing_data,3610,0.00035178684448905175,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_7\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_7,7,1,False,3,0,0,Show me in a bar plot the monthly sales in 2022,create_visualization,4912,0.00047866398341557407,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_7\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_7,7,1,False,3,0,0,Show me in a bar plot the monthly sales in 2022,decide_tool,782,7.620424165940123e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_7\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_7,7,1,False,3,0,0,Show me in a bar plot the monthly sales in 2022,lookup_sales_data,1999,0.00019479831084033642,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_7\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_8,8,1,False,3,0,0,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",analyzing_data,9036,0.001176032527903545,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_8\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_8,8,1,False,3,0,0,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",lookup_sales_data,2665,0.00034684890292861303,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_8\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_9,9,1,False,3,0,0,Give me by SKU level the top 3 products in January 2022,analyzing_data,1347,0.00018659999987120742,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_9\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_9,9,1,False,3,0,0,Give me by SKU level the top 3 products in January 2022,lookup_sales_data,1595,0.00022095545641765094,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_9\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_11,11,1,False,3,0,0,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",analyzing_data,3934,0.00036823401728899727,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_11\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_11,11,1,False,3,0,0,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",create_visualization,6066,0.000567795513186339,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_11\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_11,11,1,False,3,0,0,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",decide_tool,631,5.906346337299372e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_11\stage_metrics.json
rep1_tsfalse_bon3_t0_tmax_0_,test_11,11,1,False,3,0,0,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",lookup_sales_data,1741,0.00016296274125575605,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tsfalse_bon3_t0_tmax_0_\test_11\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_1,1,1,True,1,0,0,What is the total sales in october 2022 ?,analyzing_data,2727,7.276124172790453e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_1\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_1,1,1,True,1,0,0,What is the total sales in october 2022 ?,lookup_sales_data,3565,9.512058187017956e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_1\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_2,2,1,True,1,0,0,How many units we sold in september 2022 ?,analyzing_data,3412,7.96196449900094e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_2\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_2,2,1,True,1,0,0,How many units we sold in september 2022 ?,lookup_sales_data,3529,8.234986142137841e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_2\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_3,3,1,True,1,0,0,Find product categories that decreased sales during the 2021 holiday season (November to December),analyzing_data,3942,0.0001109577883445615,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_3\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_3,3,1,True,1,0,0,Find product categories that decreased sales during the 2021 holiday season (November to December),lookup_sales_data,4129,0.00011622138713208889,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_3\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_4,4,1,True,1,0,0,How much was the variational change between in sales beween January to February in 2022,analyzing_data,3146,8.362982815863047e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_4\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_4,4,1,True,1,0,0,How much was the variational change between in sales beween January to February in 2022,lookup_sales_data,3759,9.992515068286456e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_4\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_5,5,1,True,1,0,0,Which store has the most sales in october 2022 ?,analyzing_data,3593,8.449228575515603e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_5\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_5,5,1,True,1,0,0,Which store has the most sales in october 2022 ?,lookup_sales_data,3684,8.663222396938346e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_5\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_6,6,1,True,1,0,0,List top 10 stores by average transaction value during December 2021,analyzing_data,5880,0.0001448016832785208,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_6\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_6,6,1,True,1,0,0,List top 10 stores by average transaction value during December 2021,lookup_sales_data,4163,0.00010251860671572823,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_6\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_8,8,1,True,1,0,0,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",analyzing_data,3675,0.0003874999431246362,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_8\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_8,8,1,True,1,0,0,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",lookup_sales_data,3984,0.0004200815709955239,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_8\stage_metrics.json
rep1_tstrue_bon1_t0_tmax_0_,test_9,9,1,True,1,0,0,Give me by SKU level the top 3 products in January 2022,analyzing_data,4392,0.00010662293402381106,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\output_google_colab\rep1_tstrue_bon1_t0_tmax_0_\test_9\stage_metrics.json
