experiment,test_dir,test_case,rep,two_stage_cot,best_of_n,t0,tmax,prompt,total_duration_ms_from_stages,total_emissions_kg_from_stage_metrics,stage_metrics_path,batch_times_duration_ms,batch_times_exit_code,codecarbon_timestamp,codecarbon_project_name,codecarbon_run_id,codecarbon_experiment_id,codecarbon_duration,codecarbon_emissions,codecarbon_energy_consumed,codecarbon_cpu_energy,codecarbon_gpu_energy,codecarbon_ram_energy
rep1_tsfalse_bon1_t0_tmax0p15,test_11,11,1,False,1,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",24801.0,4.555032106738405e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon1_t0_tmax0p15\test_11\stage_metrics.json,47097,0,2026-01-31T06:27:42,SalesDataAgent,a0d7a32b-7923-4146-bda4-0a466fd4d474,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43.29843708300177,2.629269065410052e-05,7.950184342582056e-05,3.550832328578189e-05,2.018547125337451e-05,2.380804888666413e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_1,1,1,False,2,0.0,0.15,What is the total sales in october 2022 ?,2830.0,2.871461035887767e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_1\stage_metrics.json,18050,0,2026-01-31T04:15:46,SalesDataAgent,b9431540-5e0f-49b8-8c3c-068ad12664f4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.061322667002967,1.401228649326524e-05,4.236928892066727e-05,2.483722118072451e-05,6.425768154946934e-06,1.110629958499582e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_2,2,1,False,2,0.0,0.15,How many units we sold in september 2022 ?,2759.0,2.4014026998874874e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_2\stage_metrics.json,16544,0,2026-01-31T01:01:45,SalesDataAgent,6e6bb63c-5ac0-49bc-b414-33ffaa8d60af,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.105523958001868,1.7505444647236026e-05,5.293163555426685e-05,3.2479320675416016e-05,9.91109918636168e-06,1.0541215692489158e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_3,3,1,False,2,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),4070.0,3.1204637138942654e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_3\stage_metrics.json,19389,0,2026-01-31T01:02:05,SalesDataAgent,50c02cb1-1f11-42bb-b5ed-644a506ff3b4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.225072499997625,2.2214882745724683e-05,6.717167721661561e-05,3.146414858952301e-05,2.3547315640431425e-05,1.216021298666116e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_4,4,1,False,2,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,3377.0,3.0802443175009895e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_4\stage_metrics.json,16833,0,2026-01-31T05:45:47,SalesDataAgent,14d60116-8136-4396-b2fb-dcbef235aa25,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.130490582996572,1.834518725347586e-05,5.547078554380426e-05,3.357376503435238e-05,1.0022766516957347e-05,1.1874253992494536e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_5,5,1,False,2,0.0,0.15,Which store has the most sales in october 2022 ?,3337.0,3.1491426211599766e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_5\stage_metrics.json,16813,0,2026-01-31T05:46:04,SalesDataAgent,233bfd74-bf4a-4aed-a84e-30c3e92aa5fe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.984682292000798,1.7480619610141212e-05,5.285657149033682e-05,3.231090148390658e-05,9.031991393917744e-06,1.1513678612512497e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_6,6,1,False,2,0.0,0.15,List top 10 stores by average transaction value during December 2021,6755.0,3.625106126472195e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_6\stage_metrics.json,23175,0,2026-01-31T01:03:04,SalesDataAgent,489c6a35-7a42-49c5-88f8-121db7fa89b5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.74938549999933,2.463202776669653e-05,7.448045696544043e-05,3.770274713692047e-05,2.2526157084335896e-05,1.4251552744184062e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_7,7,1,False,2,0.0,0.15,Show me in a bar plot the monthly sales in 2022,21918.0,7.445060851952735e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_7\stage_metrics.json,45480,0,2026-01-31T06:23:57,SalesDataAgent,1ddfdd51-9acb-47e3-9e02-13e91613dd63,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,41.44668745799572,2.865163308303161e-05,8.663463459210448e-05,3.6882552376903566e-05,2.6563697251865595e-05,2.318838496333531e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_8,8,1,False,2,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",53168.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_8\stage_metrics.json,78767,0,2026-01-31T01:05:09,SalesDataAgent,64ebc8c5-209b-4474-974b-3c75468e9298,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,74.37457200000063,6.848802445259071e-05,0.0002070888928107,0.0001067604545534,5.8809098081404325e-05,4.151934017586124e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_9,9,1,False,2,0.0,0.15,Give me by SKU level the top 3 products in January 2022,6323.0,3.263534875760636e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_9\stage_metrics.json,20169,0,2026-01-31T01:05:30,SalesDataAgent,75f66e68-97dc-4193-b90f-15a8c3b50fb2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.979335957999863,2.4369076704344573e-05,7.368536549067354e-05,3.237083869272551e-05,2.862427530379772e-05,1.2690251494150287e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_10,10,1,False,2,0.0,0.15,"Which stores sold more than 1000 items in December 2021? Show total and promo sales, then plot them with a visualization",,2.6034382829919812e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_10\stage_metrics.json,15786,0,2026-01-31 07:05:50,SalesDataAgent,2c518580-8113-4ad4-adba-29d6f75cfeea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,111.70569579199946,5.43254087925731e-05,0.0001642650499597,7.04759100992713e-05,4.302583489621088e-05,5.076330496422088e-05
rep1_tsfalse_bon2_t0_tmax0p15,test_11,11,1,False,2,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",33326.0,5.897742507211595e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon2_t0_tmax0p15\test_11\stage_metrics.json,47097,0,2026-01-31T06:27:42,SalesDataAgent,a0d7a32b-7923-4146-bda4-0a466fd4d474,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43.29843708300177,2.629269065410052e-05,7.950184342582056e-05,3.550832328578189e-05,2.018547125337451e-05,2.380804888666413e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_1,1,1,False,3,0.0,0.15,What is the total sales in october 2022 ?,2941.0,3.2836677847632695e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_1\stage_metrics.json,18050,0,2026-01-31T04:15:46,SalesDataAgent,b9431540-5e0f-49b8-8c3c-068ad12664f4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.061322667002967,1.401228649326524e-05,4.236928892066727e-05,2.483722118072451e-05,6.425768154946934e-06,1.110629958499582e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_2,2,1,False,3,0.0,0.15,How many units we sold in september 2022 ?,2854.0,3.1030725853073033e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_2\stage_metrics.json,16544,0,2026-01-31T01:01:45,SalesDataAgent,6e6bb63c-5ac0-49bc-b414-33ffaa8d60af,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.105523958001868,1.7505444647236026e-05,5.293163555426685e-05,3.2479320675416016e-05,9.91109918636168e-06,1.0541215692489158e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_3,3,1,False,3,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),4278.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_3\stage_metrics.json,19389,0,2026-01-31T01:02:05,SalesDataAgent,50c02cb1-1f11-42bb-b5ed-644a506ff3b4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.225072499997625,2.2214882745724683e-05,6.717167721661561e-05,3.146414858952301e-05,2.3547315640431425e-05,1.216021298666116e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_4,4,1,False,3,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,3428.0,3.6668136551978657e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_4\stage_metrics.json,16833,0,2026-01-31T05:45:47,SalesDataAgent,14d60116-8136-4396-b2fb-dcbef235aa25,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.130490582996572,1.834518725347586e-05,5.547078554380426e-05,3.357376503435238e-05,1.0022766516957347e-05,1.1874253992494536e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_5,5,1,False,3,0.0,0.15,Which store has the most sales in october 2022 ?,4540.0,3.4483480162133614e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_5\stage_metrics.json,16813,0,2026-01-31T05:46:04,SalesDataAgent,233bfd74-bf4a-4aed-a84e-30c3e92aa5fe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.984682292000798,1.7480619610141212e-05,5.285657149033682e-05,3.231090148390658e-05,9.031991393917744e-06,1.1513678612512497e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_6,6,1,False,3,0.0,0.15,List top 10 stores by average transaction value during December 2021,8058.0,3.8518694008865993e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_6\stage_metrics.json,23175,0,2026-01-31T01:03:04,SalesDataAgent,489c6a35-7a42-49c5-88f8-121db7fa89b5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.74938549999933,2.463202776669653e-05,7.448045696544043e-05,3.770274713692047e-05,2.2526157084335896e-05,1.4251552744184062e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_7,7,1,False,3,0.0,0.15,Show me in a bar plot the monthly sales in 2022,44300.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_7\stage_metrics.json,45480,0,2026-01-31T01:40:10,SalesDataAgent,8dea3316-28a8-437e-9fce-8dcc614985b0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,45.37045383400255,,,3.737728040714857e-05,,2.4236667087504125e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_8,8,1,False,3,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",63547.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_8\stage_metrics.json,78767,0,2026-01-31T01:05:09,SalesDataAgent,64ebc8c5-209b-4474-974b-3c75468e9298,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,74.37457200000063,6.848802445259071e-05,0.0002070888928107,0.0001067604545534,5.8809098081404325e-05,4.151934017586124e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_9,9,1,False,3,0.0,0.15,Give me by SKU level the top 3 products in January 2022,8531.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_9\stage_metrics.json,20169,0,2026-01-31T01:05:30,SalesDataAgent,75f66e68-97dc-4193-b90f-15a8c3b50fb2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.979335957999863,2.4369076704344573e-05,7.368536549067354e-05,3.237083869272551e-05,2.862427530379772e-05,1.2690251494150287e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_10,10,1,False,3,0.0,0.15,"Which stores sold more than 1000 items in December 2021? Show total and promo sales, then plot them with a visualization",,2.711049185125812e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_10\stage_metrics.json,15786,0,2026-01-31 07:05:50,SalesDataAgent,2c518580-8113-4ad4-adba-29d6f75cfeea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,111.70569579199946,5.43254087925731e-05,0.0001642650499597,7.04759100992713e-05,4.302583489621088e-05,5.076330496422088e-05
rep1_tsfalse_bon3_t0_tmax0p15,test_11,11,1,False,3,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",43559.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tsfalse_bon3_t0_tmax0p15\test_11\stage_metrics.json,47097,0,2026-01-31T06:27:42,SalesDataAgent,a0d7a32b-7923-4146-bda4-0a466fd4d474,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43.29843708300177,2.629269065410052e-05,7.950184342582056e-05,3.550832328578189e-05,2.018547125337451e-05,2.380804888666413e-05
rep1_tstrue_bon1_t0_tmax0p15,test_1,1,1,True,1,0.0,0.15,What is the total sales in october 2022 ?,17926.0,2.5352305248474674e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_1\stage_metrics.json,18050,0,2026-01-31T01:07:01,SalesDataAgent,cab1029b-ccbe-48ea-abd5-5adc62b922df,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.120975374993577,2.871461035887767e-05,8.682506050132641e-05,4.592134643730759e-05,2.639391743234838e-05,1.4509796631670425e-05
rep1_tstrue_bon1_t0_tmax0p15,test_2,2,1,True,1,0.0,0.15,How many units we sold in september 2022 ?,19893.0,2.6440581403967092e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_2\stage_metrics.json,16969,0,2026-01-31T01:07:25,SalesDataAgent,2b2c811c-e6cc-4dea-921b-6d9ed94818e4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.67947529200319,2.4014026998874877e-05,7.261179312548719e-05,4.7318351940024605e-05,1.0822053650455188e-05,1.4471387535007429e-05
rep1_tstrue_bon1_t0_tmax0p15,test_3,3,1,True,1,0.0,0.15,Find product categories that decreased sales during the 2021 holiday season (November to December),27315.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_3\stage_metrics.json,30890,0,2026-01-31T01:07:56,SalesDataAgent,6b2b31f8-418a-4e07-82e9-98259e461b65,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,26.52756920899992,3.1204637138942654e-05,9.43542145844576e-05,5.147931063034523e-05,2.492136895243592e-05,1.7953535001676454e-05
rep1_tstrue_bon1_t0_tmax0p15,test_4,4,1,True,1,0.0,0.15,How much was the variational change between in sales beween January to February in 2022,22921.0,2.4991708029612016e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_4\stage_metrics.json,26809,0,2026-01-31T05:52:55,SalesDataAgent,6b31b9f9-2882-4b0a-8939-a2758798d54f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.88340579099895,2.4021185036030632e-05,7.263343705522721e-05,3.785090205633775e-05,2.031547531305899e-05,1.4467059685830463e-05
rep1_tstrue_bon1_t0_tmax0p15,test_5,5,1,True,1,0.0,0.15,Which store has the most sales in october 2022 ?,20616.0,2.600636859660435e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_5\stage_metrics.json,18251,0,2026-01-31T04:24:21,SalesDataAgent,88481cfb-eed9-4d2b-b563-f68a05db782d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.479899541998748,2.015328898647e-05,6.093798640070997e-05,3.713361875103855e-05,8.258800427158273e-06,1.5545567222513152e-05
rep1_tstrue_bon1_t0_tmax0p15,test_6,6,1,True,1,0.0,0.15,List top 10 stores by average transaction value during December 2021,29925.0,2.9506889399138432e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_6\stage_metrics.json,26787,0,2026-01-31T01:09:28,SalesDataAgent,a7f5b0be-b808-4e10-92a4-510b9c6d1a5f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,31.786109291002504,3.625106126472195e-05,0.0001096132090322,5.37441081470066e-05,3.60130759577289e-05,1.985602492749725e-05
rep1_tstrue_bon1_t0_tmax0p15,test_7,7,1,True,1,0.0,0.15,Show me in a bar plot the monthly sales in 2022,,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_7\stage_metrics.json,46634,0,2026-01-31 06:58:22,SalesDataAgent,35a5dba7-f029-4821-83e5-28f2ec980592,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,210.4426099580014,8.409143874564235e-05,0.0002542693132688,0.00011056488914,6.285421102958551e-05,8.085021309920193e-05
rep1_tstrue_bon1_t0_tmax0p15,test_8,8,1,True,1,0.0,0.15,"Show store performance for Q1 2022 (January to March) in total revenue, ordered by total revenue.",55877.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_8\stage_metrics.json,78767,0,2026-01-31T01:05:09,SalesDataAgent,64ebc8c5-209b-4474-974b-3c75468e9298,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,74.37457200000063,6.848802445259071e-05,0.0002070888928107,0.0001067604545534,5.8809098081404325e-05,4.151934017586124e-05
rep1_tstrue_bon1_t0_tmax0p15,test_9,9,1,True,1,0.0,0.15,Give me by SKU level the top 3 products in January 2022,28497.0,,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_9\stage_metrics.json,33169,0,2026-01-31T04:31:12,SalesDataAgent,c277a81f-6451-4185-9145-266534b7747b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28.88786416700168,3.045471362981261e-05,9.20866527670481e-05,4.187632112873445e-05,3.113806938166369e-05,1.907226225664999e-05
rep1_tstrue_bon1_t0_tmax0p15,test_10,10,1,True,1,0.0,0.15,"Which stores sold more than 1000 items in December 2021? Show total and promo sales, then plot them with a visualization",,2.8978237867477393e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_10\stage_metrics.json,15786,0,2026-01-31 07:05:50,SalesDataAgent,2c518580-8113-4ad4-adba-29d6f75cfeea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,111.70569579199946,5.43254087925731e-05,0.0001642650499597,7.04759100992713e-05,4.302583489621088e-05,5.076330496422088e-05
rep1_tstrue_bon1_t0_tmax0p15,test_11,11,1,True,1,0.0,0.15,"Show me all the sales registered from January 2022 to January 2023, grouped by month. Then show me some insights about the sales and plot the data as bar plot - visualization",,2.4255423426534036e-05,C:\Users\Recup\Documents\Polimi\PACS\DataAgent\exp5_bestof_sweep\rep1_tstrue_bon1_t0_tmax0p15\test_11\stage_metrics.json,50112,0,2026-01-31 07:08:17,SalesDataAgent,a1d81247-5f65-48bb-a000-1fc0f6a997ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,143.4994586249959,6.835152269436304e-05,0.0002066761491493,8.28500599963526e-05,5.930680925466364e-05,6.451927989829833e-05
