Store_Number,SKU_Coded,Product_Class_Code,Sold_Date,Qty_Sold,Total_Sale_Value,On_Promo
60,2530,6172900,22850,2021-11-26,1,7.990000,0
61,1210,6172900,22850,2021-11-27,1,7.990000,0
62,2750,6172900,22850,2021-11-27,1,7.990000,0
63,880,6172900,22850,2021-11-27,1,7.990000,0
64,2090,6172900,22850,2021-11-28,1,7.990000,0
65,2970,6172900,22850,2021-11-28,1,7.990000,0
66,1540,6172900,22850,2021-11-29,2,15.980000,0
67,1870,6172900,22850,2021-11-30,1,7.990000,0
68,3740,6172950,22975,2021-11-04,1,32.990002,0
69,3740,6172950,22975,2021-11-06,1,32.990002,0
70,1650,6172950,22975,2021-11-06,1,32.990002,0
71,990,6172950,22975,2021-11-08,1,32.990002,0
72,1320,6172950,22975,2021-11-09,1,32.990002,0
73,2970,6172950,22975,2021-11-11,1,31.340000,0
74,2200,6172950,22975,2021-11-12,4,179.960007,0
75,2530,6172950,22975,2021-11-13,1,31.340000,0
76,4730,6172950,22975,2021-11-15,1,44.990002,0
77,990,6172950,22975,2021-11-19,1,31.340000,0
78,3190,6172950,22975,2021-11-21,1,44.990002,0
79,2640,6172950,22975,2021-11-23,1,31.340000,0
80,2970,6172950,22975,2021-11-25,2,89.980003,0
81,2200,6172950,22975,2021-11-27,1,44.990002,0
82,3300,6172950,22975,2021-11-27,1,44.990002,0
83,880,6172950,22975,2021-11-29,1,44.990002,0
84,1210,6172950,22975,2021-11-29,1,32.990002,0
85,2200,6172950,22975,2021-11-30,1,44.990002,0
86,3080,6173000,22975,2021-11-03,1,34.990002,0
87,1760,6173000,22975,2021-11-07,1,34.990002,0
88,1320,6173000,22975,2021-11-09,1,34.990002,0
89,3190,6173000,22975,2021-11-10,1,34.990002,0
90,990,6173000,22975,2021-11-10,1,34.990002,0
91,1540,6173000,22975,2021-11-12,1,44.990002,0
92,4730,6173000,22975,2021-11-12,1,44.990002,0
93,2750,6173000,22975,2021-11-14,1,44.990002,0
94,1650,6173000,22975,2021-11-16,1,29.990000,0
95,3740,6173000,22975,2021-11-26,1,44.990002,0
96,1210,6173000,22975,2021-11-27,1,44.990002,0
97,3740,6173000,22975,2021-11-27,1,44.990002,0
98,2750,6173000,22975,2021-11-30,1,34.990002,0
99,1210,6173050,22875,2021-11-01,1,4.990000,0
100,1320,6173050,22875,2021-11-01,1,4.990000,0
101,2640,6173050,22875,2021-11-01,1,4.990000,0
102,330,6173050,22875,2021-11-02,1,4.990000,0
103,3080,6173050,22875,2021-11-02,1,4.990000,0
104,3190,6173050,22875,2021-11-02,4,19.959999,0
105,880,6173050,22875,2021-11-02,2,9.980000,0
106,3630,6173050,22875,2021-11-02,1,4.990000,0
107,4730,6173050,22875,2021-11-03,2,9.980000,0
108,1100,6173050,22875,2021-11-03,1,4.990000,0
109,3630,6173050,22875,2021-11-03,2,9.980000,0
110,1760,6173050,22875,2021-11-03,1,4.990000,0
111,1650,6173050,22875,2021-11-03,4,19.959999,0
112,660,6173050,22875,2021-11-03,3,14.970000,0
113,1870,6173050,22875,2021-11-03,1,4.990000,0
114,1210,6173050,22875,2021-11-03,2,9.980000,0
115,990,6173050,22875,2021-11-04,5,24.950001,0
116,550,6173050,22875,2021-11-04,4,19.959999,0
117,1540,6173050,22875,2021-11-04,2,9.980000,0
118,1760,6173050,22875,2021-11-04,2,9.980000,0
119,330,6173050,22875,2021-11-04,3,14.970000,0
120,2090,6173050,22875,2021-11-04,1,4.990000,0
121,330,6173050,22875,2021-11-05,1,4.990000,0
122,660,6173050,22875,2021-11-05,1,4.990000,0
123,1210,6173050,22875,2021-11-05,3,14.970000,0
124,3740,6173050,22875,2021-11-05,2,9.980000,0
125,550,6173050,22875,2021-11-05,2,9.980000,0
126,660,6173050,22875,2021-11-06,2,9.980000,0
127,3300,6173050,22875,2021-11-06,1,4.990000,0
128,1650,6173050,22875,2021-11-06,1,4.990000,0
129,1320,6173050,22875,2021-11-06,3,14.970000,0
130,2200,6173050,22875,2021-11-06,1,4.990000,0
131,990,6173050,22875,2021-11-06,1,4.990000,0
132,660,6173050,22875,2021-11-07,4,19.959999,0
133,2090,6173050,22875,2021-11-07,1,4.990000,0
134,3410,6173050,22875,2021-11-07,1,4.990000,0
135,2640,6173050,22875,2021-11-07,1,4.990000,0
136,990,6173050,22875,2021-11-08,1,4.990000,0
137,1210,6173050,22875,2021-11-08,2,9.980000,0
138,3410,6173050,22875,2021-11-08,2,9.980000,0
139,2640,6173050,22875,2021-11-08,1,4.990000,0
140,880,6173050,22875,2021-11-09,4,19.959999,0
141,2200,6173050,22875,2021-11-09,3,14.970000,0
142,1210,6173050,22875,2021-11-09,1,4.990000,0
143,2420,6173050,22875,2021-11-09,1,4.990000,0
144,3630,6173050,22875,2021-11-09,1,4.990000,0
145,3410,6173050,22875,2021-11-10,1,4.990000,0
146,2310,6173050,22875,2021-11-10,6,29.940001,0
147,880,6173050,22875,2021-11-10,5,24.950001,0
148,660,6173050,22875,2021-11-11,1,4.990000,0
149,3080,6173050,22875,2021-11-11,2,9.980000,0
150,1540,6173050,22875,2021-11-11,2,9.980000,0
151,2200,6173050,22875,2021-11-12,2,9.980000,0
152,4730,6173050,22875,2021-11-12,4,19.959999,0
153,990,6173050,22875,2021-11-12,4,19.959999,0
154,3080,6173050,22875,2021-11-12,1,4.990000,0
155,1980,6173050,22875,2021-11-12,3,14.970000,0
156,3410,6173050,22875,2021-11-12,2,9.980000,0
157,1870,6173050,22875,2021-11-12,2,9.980000,0
158,1650,6173050,22875,2021-11-12,2,9.980000,0
159,1870,6173050,22875,2021-11-13,1,4.990000,0
160,2420,6173050,22875,2021-11-13,5,24.950001,0
161,990,6173050,22875,2021-11-13,2,9.980000,0
162,4840,6173050,22875,2021-11-13,1,4.990000,0
163,3410,6173050,22875,2021-11-13,2,9.980000,0
164,1320,6173050,22875,2021-11-13,1,4.990000,0
165,1650,6173050,22875,2021-11-13,6,29.940001,0
166,2310,6173050,22875,2021-11-13,1,4.990000,0
167,770,6173050,22875,2021-11-13,2,9.980000,0
168,2640,6173050,22875,2021-11-13,1,4.990000,0
169,1540,6173050,22875,2021-11-13,2,9.980000,0
170,1210,6173050,22875,2021-11-13,1,4.990000,0
171,2200,6173050,22875,2021-11-14,1,4.990000,0
172,1540,6173050,22875,2021-11-14,2,9.980000,0
173,3080,6173050,22875,2021-11-14,2,9.980000,0
174,1210,6173050,22875,2021-11-15,2,9.980000,0
175,660,6173050,22875,2021-11-15,2,9.980000,0
176,1870,6173050,22875,2021-11-15,4,19.959999,0
177,1540,6173050,22875,2021-11-15,1,4.990000,0
178,2310,6173050,22875,2021-11-15,2,9.980000,0
179,4070,6173050,22875,2021-11-16,20,99.800003,0
180,3630,6173050,22875,2021-11-16,2,9.980000,0
181,4840,6173050,22875,2021-11-17,10,49.900002,0
182,1540,6173050,22875,2021-11-17,1,4.990000,0
183,1650,6173050,22875,2021-11-17,3,14.970000,0
184,770,6173050,22875,2021-11-17,2,9.980000,0
185,2640,6173050,22875,2021-11-17,1,4.990000,0
186,1870,6173050,22875,2021-11-17,2,9.980000,0
187,550,6173050,22875,2021-11-18,5,24.950001,0
188,3740,6173050,22875,2021-11-18,2,9.980000,0
189,4840,6173050,22875,2021-11-18,2,9.980000,0
190,3410,6173050,22875,2021-11-18,4,19.959999,0
191,770,6173050,22875,2021-11-18,3,14.970000,0
192,2310,6173050,22875,2021-11-18,3,14.970000,0
193,880,6173050,22875,2021-11-19,3,14.970000,0
194,3630,6173050,22875,2021-11-19,3,14.970000,0
195,2200,6173050,22875,2021-11-19,2,9.980000,0
196,330,6173050,22875,2021-11-19,1,4.990000,0
197,660,6173050,22875,2021-11-20,2,9.980000,0
198,990,6173050,22875,2021-11-21,3,14.970000,0
199,2750,6173050,22875,2021-11-21,1,4.990000,0
200,1210,6173050,22875,2021-11-21,2,9.980000,0
201,770,6173050,22875,2021-11-21,8,39.919998,0
202,990,6173050,22875,2021-11-22,1,4.990000,0
203,2200,6173050,22875,2021-11-23,2,9.980000,0
204,4070,6173050,22875,2021-11-23,1,4.990000,0
205,880,6173050,22875,2021-11-23,3,14.970000,0
206,1210,6173050,22875,2021-11-23,1,4.990000,0
207,1980,6173050,22875,2021-11-25,1,4.990000,0
208,3080,6173050,22875,2021-11-25,1,4.990000,0
209,2420,6173050,22875,2021-11-25,2,9.980000,0
210,990,6173050,22875,2021-11-25,2,9.980000,0
211,2310,6173050,22875,2021-11-25,4,19.959999,0
212,550,6173050,22875,2021-11-25,1,4.990000,0
213,2640,6173050,22875,2021-11-25,2,9.980000,0
214,3410,6173050,22875,2021-11-25,2,9.980000,0
215,2090,6173050,22875,2021-11-26,1,4.990000,0
216,1100,6173050,22875,2021-11-26,1,4.990000,0
217,1210,6173050,22875,2021-11-26,2,9.980000,0
218,2970,6173050,22875,2021-11-26,1,4.990000,0
219,990,6173050,22875,2021-11-27,1,4.990000,0
220,1870,6173050,22875,2021-11-27,4,19.959999,0
221,2530,6173050,22875,2021-11-27,1,4.990000,0
222,1650,6173050,22875,2021-11-27,6,29.940001,0
223,1210,6173050,22875,2021-11-27,3,14.970000,0
224,2310,6173050,22875,2021-11-27,2,9.980000,0
225,2420,6173050,22875,2021-11-27,2,9.980000,0
226,4070,6173050,22875,2021-11-27,1,4.990000,0
227,3080,6173050,22875,2021-11-27,1,4.990000,0
228,4840,6173050,22875,2021-11-28,2,9.980000,0
229,2750,6173050,22875,2021-11-28,2,9.980000,0
230,2970,6173050,22875,2021-11-28,1,4.990000,0
231,1210,6173050,22875,2021-11-28,2,9.980000,0
232,4400,6173050,22875,2021-11-28,4,19.959999,0
233,2200,6173050,22875,2021-11-29,2,9.980000,0
234,2090,6173050,22875,2021-11-29,1,4.990000,0
235,1210,6173050,22875,2021-11-29,3,14.970000,0
236,1540,6173050,22875,2021-11-29,2,9.980000,0
237,2310,6173050,22875,2021-11-29,2,9.980000,0
238,3630,6173050,22875,2021-11-29,1,4.990000,0
239,1870,6173050,22875,2021-11-30,1,4.990000,0
240,1540,6173050,22875,2021-11-30,3,14.970000,0
241,2530,6173050,22875,2021-11-30,4,19.959999,0
242,1210,6173050,22875,2021-11-30,1,4.990000,0
243,550,6173050,22875,2021-11-30,5,24.950001,0
244,880,6173100,22975,2021-11-01,1,14.990000,0
245,1320,6173100,22975,2021-11-02,1,14.990000,0
246,3740,6173100,22975,2021-11-03,2,29.980000,0
247,2750,6173100,22975,2021-11-03,1,14.990000,0
248,1210,6173100,22975,2021-11-03,1,14.990000,0
249,4070,6173100,22975,2021-11-04,1,14.990000,0
250,1650,6173100,22975,2021-11-04,1,14.990000,0
251,1760,6173100,22975,2021-11-06,1,14.990000,0
252,3740,6173100,22975,2021-11-06,1,14.990000,0
253,3300,6173100,22975,2021-11-07,2,29.980000,0
254,880,6173100,22975,2021-11-10,1,14.990000,0
255,3300,6173100,22975,2021-11-11,3,44.970001,0
256,2310,6173100,22975,2021-11-11,1,14.990000,0
257,2090,6173100,22975,2021-11-11,1,14.990000,0
258,2640,6173100,22975,2021-11-11,1,14.990000,0
259,1320,6173100,22975,2021-11-12,1,14.240000,0
260,1540,6173100,22975,2021-11-12,1,14.990000,0
261,3190,6173100,22975,2021-11-12,1,14.990000,0
262,3300,6173100,22975,2021-11-14,1,14.990000,0
263,3080,6173100,22975,2021-11-14,1,14.990000,0
264,1760,6173100,22975,2021-11-15,1,14.990000,0
265,4180,6173100,22975,2021-11-18,1,14.990000,0
266,3080,6173100,22975,2021-11-19,1,14.990000,0
267,3740,6173100,22975,2021-11-19,1,14.990000,0
268,330,6173100,22975,2021-11-19,1,14.990000,0
269,4070,6173100,22975,2021-11-20,1,14.990000,0
270,880,6173100,22975,2021-11-20,1,14.990000,0
271,3630,6173100,22975,2021-11-22,1,14.990000,0
272,3300,6173100,22975,2021-11-25,1,14.990000,0
273,2750,6173100,22975,2021-11-25,1,14.990000,0
274,3190,6173100,22975,2021-11-25,1,14.990000,0
275,880,6173100,22975,2021-11-25,2,29.980000,0
276,3080,6173100,22975,2021-11-26,1,14.990000,0
277,3300,6173100,22975,2021-11-26,1,14.990000,0
278,880,6173100,22975,2021-11-27,1,14.990000,0
279,1760,6173100,22975,2021-11-27,1,14.990000,0
280,660,6173100,22975,2021-11-27,1,14.990000,0
281,1870,6173100,22975,2021-11-27,1,14.990000,0
282,880,6173100,22975,2021-11-29,6,89.940002,0
283,3630,6173100,22975,2021-11-30,1,14.990000,0
284,550,6173100,22975,2021-11-30,1,14.990000,0
285,2640,6173350,22800,2021-11-01,2,17.580000,0
286,1980,6173350,22800,2021-11-01,1,8.790000,0
287,2200,6173350,22800,2021-11-01,1,8.790000,0
288,1650,6173350,22800,2021-11-01,1,7.870000,0
289,4840,6173350,22800,2021-11-01,1,8.790000,0
290,990,6173350,22800,2021-11-01,1,8.790000,0
291,880,6173350,22800,2021-11-02,3,26.370001,0
292,550,6173350,22800,2021-11-02,1,8.790000,0
293,990,6173350,22800,2021-11-02,1,8.790000,0
294,330,6173350,22800,2021-11-02,2,17.580000,0
295,1980,6173350,22800,2021-11-02,1,8.790000,0
296,2640,6173350,22800,2021-11-02,1,8.790000,0
297,2530,6173350,22800,2021-11-02,1,8.790000,0
298,4730,6173350,22800,2021-11-02,1,8.790000,0
299,2970,6173350,22800,2021-11-02,1,8.790000,0
300,1650,6173350,22800,2021-11-03,1,7.870000,0
301,2530,6173350,22800,2021-11-03,1,8.790000,0
302,1760,6173350,22800,2021-11-03,1,8.790000,0
303,770,6173350,22800,2021-11-03,1,8.790000,0
304,4730,6173350,22800,2021-11-03,1,8.790000,0
305,2640,6173350,22800,2021-11-03,2,17.580000,0
306,2970,6173350,22800,2021-11-03,1,8.790000,0
307,1320,6173350,22800,2021-11-03,2,17.580000,0
308,4730,6173350,22800,2021-11-04,2,17.580000,0
309,3190,6173350,22800,2021-11-04,1,8.790000,0
310,550,6173350,22800,2021-11-04,1,8.790000,0
311,1870,6173350,22800,2021-11-04,1,8.790000,0
312,880,6173350,22800,2021-11-04,2,17.580000,0
313,4840,6173350,22800,2021-11-04,1,8.790000,0
314,1100,6173350,22800,2021-11-04,2,17.580000,0
315,1760,6173350,22800,2021-11-05,2,17.580000,0
316,1540,6173350,22800,2021-11-05,1,8.790000,0
317,2640,6173350,22800,2021-11-05,1,8.790000,0
318,2200,6173350,22800,2021-11-05,1,8.790000,0
319,2750,6173350,22800,2021-11-05,1,7.870000,0
320,330,6173350,22800,2021-11-05,1,8.790000,0
321,4840,6173350,22800,2021-11-05,1,8.790000,0
322,1650,6173350,22800,2021-11-05,2,15.740000,0
323,2420,6173350,22800,2021-11-05,1,8.790000,0
324,2530,6173350,22800,2021-11-05,1,8.790000,0
325,1870,6173350,22800,2021-11-05,2,17.580000,0
326,4730,6173350,22800,2021-11-05,1,8.790000,0
327,2310,6173350,22800,2021-11-05,1,8.790000,0
328,550,6173350,22800,2021-11-05,1,8.790000,0
329,1540,6173350,22800,2021-11-06,2,17.580000,0
330,1870,6173350,22800,2021-11-06,1,8.790000,0
331,2750,6173350,22800,2021-11-06,3,23.610001,0
332,1320,6173350,22800,2021-11-06,1,8.790000,0
333,990,6173350,22800,2021-11-06,1,8.790000,0
334,1870,6173350,22800,2021-11-07,1,8.790000,0
335,1650,6173350,22800,2021-11-07,4,31.480000,0
336,4840,6173350,22800,2021-11-07,1,8.790000,0
337,2310,6173350,22800,2021-11-07,1,8.790000,0
338,2750,6173350,22800,2021-11-07,1,7.870000,0
339,4730,6173350,22800,2021-11-07,1,8.790000,0
340,1100,6173350,22800,2021-11-07,1,8.790000,0
341,1100,6173350,22800,2021-11-08,3,26.370001,0
342,1760,6173350,22800,2021-11-08,2,17.580000,0
343,2970,6173350,22800,2021-11-08,2,17.580000,0
344,1650,6173350,22800,2021-11-08,1,7.870000,0
345,4840,6173350,22800,2021-11-08,1,8.790000,0
346,1870,6173350,22800,2021-11-08,2,17.580000,0
347,2750,6173350,22800,2021-11-09,1,7.870000,0
348,1980,6173350,22800,2021-11-09,1,8.790000,0
349,2200,6173350,22800,2021-11-09,1,8.790000,0
350,990,6173350,22800,2021-11-09,1,8.790000,0
351,4180,6173350,22800,2021-11-09,1,8.790000,0
352,1100,6173350,22800,2021-11-10,2,17.580000,0
353,4070,6173350,22800,2021-11-10,1,8.790000,0
354,990,6173350,22800,2021-11-10,1,8.790000,0
355,2750,6173350,22800,2021-11-10,1,7.870000,0
356,2310,6173350,22800,2021-11-10,1,8.790000,0
357,2200,6173350,22800,2021-11-10,1,8.790000,0
358,4730,6173350,22800,2021-11-10,1,8.790000,0
359,1870,6173350,22800,2021-11-10,1,8.790000,0
360,1320,6173350,22800,2021-11-10,1,8.790000,0
361,1760,6173350,22800,2021-11-11,1,8.790000,0
362,990,6173350,22800,2021-11-11,1,8.790000,0
363,2200,6173350,22800,2021-11-11,1,8.790000,0
364,1650,6173350,22800,2021-11-11,2,15.740000,0
365,4840,6173350,22800,2021-11-11,1,8.790000,0
366,2970,6173350,22800,2021-11-11,1,8.790000,0
367,550,6173350,22800,2021-11-11,1,8.790000,0
368,2640,6173350,22800,2021-11-11,1,8.790000,0
369,880,6173350,22800,2021-11-11,1,8.790000,0
370,1100,6173350,22800,2021-11-11,4,35.160000,0
371,2970,6173350,22800,2021-11-12,2,17.580000,0
372,1100,6173350,22800,2021-11-12,2,17.580000,0
373,2420,6173350,22800,2021-11-12,1,8.790000,0
374,550,6173350,22800,2021-11-12,1,8.790000,0
375,2310,6173350,22800,2021-11-12,1,8.790000,0
376,880,6173350,22800,2021-11-12,1,8.790000,0
377,2530,6173350,22800,2021-11-12,1,8.790000,0
378,770,6173350,22800,2021-11-12,1,8.790000,0
379,4840,6173350,22800,2021-11-13,1,8.790000,0
380,1650,6173350,22800,2021-11-13,1,7.870000,0
381,660,6173350,22800,2021-11-13,1,8.790000,0
382,770,6173350,22800,2021-11-13,2,17.580000,0
383,990,6173350,22800,2021-11-13,2,17.580000,0
384,2970,6173350,22800,2021-11-13,1,8.790000,0
385,880,6173350,22800,2021-11-14,1,8.790000,0
386,2640,6173350,22800,2021-11-14,1,4.990000,0
387,660,6173350,22800,2021-11-14,2,17.580000,0
388,4840,6173350,22800,2021-11-14,1,8.790000,0
389,1650,6173350,22800,2021-11-14,2,15.740000,0
390,2310,6173350,22800,2021-11-14,1,8.790000,0
391,1650,6173350,22800,2021-11-15,2,15.740000,0
392,2970,6173350,22800,2021-11-15,1,8.790000,0
393,3190,6173350,22800,2021-11-15,2,17.580000,0
394,990,6173350,22800,2021-11-15,1,8.790000,0
395,1540,6173350,22800,2021-11-15,1,8.790000,0
396,2640,6173350,22800,2021-11-15,1,8.790000,0
397,1760,6173350,22800,2021-11-15,1,8.790000,0
398,880,6173350,22800,2021-11-16,2,17.580000,0
399,1650,6173350,22800,2021-11-16,1,7.870000,0
400,330,6173350,22800,2021-11-17,1,8.790000,0
401,1650,6173350,22800,2021-11-17,1,7.870000,0
402,880,6173350,22800,2021-11-17,2,17.580000,0
403,2750,6173350,22800,2021-11-17,1,7.870000,0
404,2420,6173350,22800,2021-11-17,1,8.790000,0
405,2640,6173350,22800,2021-11-17,1,8.790000,0
406,3080,6173350,22800,2021-11-17,1,8.790000,0
407,990,6173350,22800,2021-11-17,1,8.790000,0
408,1100,6173350,22800,2021-11-18,1,8.790000,0
409,2200,6173350,22800,2021-11-18,1,8.790000,0
410,880,6173350,22800,2021-11-18,1,8.790000,0
411,770,6173350,22800,2021-11-18,1,8.790000,0
412,2640,6173350,22800,2021-11-18,1,8.790000,0
413,660,6173350,22800,2021-11-18,1,8.790000,0
414,1870,6173350,22800,2021-11-18,1,8.790000,0
415,2970,6173350,22800,2021-11-18,2,17.580000,0
416,1760,6173350,22800,2021-11-19,1,8.790000,0
417,2420,6173350,22800,2021-11-19,1,8.790000,0
418,2640,6173350,22800,2021-11-19,1,8.790000,0
419,3740,6173350,22800,2021-11-19,4,35.160000,0
420,2750,6173350,22800,2021-11-19,6,47.220001,0
421,2200,6173350,22800,2021-11-19,2,17.580000,0
422,330,6173350,22800,2021-11-19,1,8.790000,0
423,1650,6173350,22800,2021-11-19,1,7.870000,0
424,1870,6173350,22800,2021-11-20,1,8.790000,0
425,2750,6173350,22800,2021-11-20,2,15.740000,0
426,1760,6173350,22800,2021-11-20,3,26.370001,0
427,2200,6173350,22800,2021-11-20,2,17.580000,0
428,2970,6173350,22800,2021-11-20,1,8.790000,0
429,1100,6173350,22800,2021-11-20,1,8.790000,0
430,3410,6173350,22800,2021-11-21,1,8.790000,0
431,1870,6173350,22800,2021-11-21,2,17.580000,0
432,1650,6173350,22800,2021-11-21,1,8.790000,0
433,660,6173350,22800,2021-11-21,1,8.790000,0
434,330,6173350,22800,2021-11-21,1,8.790000,0
435,3740,6173350,22800,2021-11-21,1,8.790000,0
436,1540,6173350,22800,2021-11-21,1,8.790000,0
437,1870,6173350,22800,2021-11-22,1,8.790000,0
438,660,6173350,22800,2021-11-22,1,8.790000,0
439,3410,6173350,22800,2021-11-22,1,8.790000,0
440,990,6173350,22800,2021-11-22,1,8.790000,0
441,1540,6173350,22800,2021-11-22,1,8.790000,0
442,1760,6173350,22800,2021-11-22,1,8.790000,0
443,4180,6173350,22800,2021-11-22,2,17.580000,0
444,2310,6173350,22800,2021-11-23,1,8.790000,0
445,1650,6173350,22800,2021-11-23,1,8.790000,0
446,1100,6173350,22800,2021-11-23,1,8.790000,0
447,2970,6173350,22800,2021-11-23,1,8.790000,0
448,660,6173350,22800,2021-11-23,4,35.160000,0
449,2530,6173350,22800,2021-11-23,1,8.790000,0
450,990,6173350,22800,2021-11-25,1,8.790000,0
451,2310,6173350,22800,2021-11-25,1,8.790000,0
452,1100,6173350,22800,2021-11-25,1,8.790000,0
453,2200,6173350,22800,2021-11-25,1,8.790000,0
454,1760,6173350,22800,2021-11-25,3,26.370001,0
455,4840,6173350,22800,2021-11-25,1,8.790000,0
456,2750,6173350,22800,2021-11-25,3,26.370001,0
457,3190,6173350,22800,2021-11-25,1,8.790000,0
458,4730,6173350,22800,2021-11-25,1,8.790000,0
459,330,6173350,22800,2021-11-25,1,8.790000,0
460,1650,6173350,22800,2021-11-25,2,17.580000,0
461,1870,6173350,22800,2021-11-25,3,26.370001,0
462,660,6173350,22800,2021-11-25,2,17.580000,0
463,330,6173350,22800,2021-11-26,1,8.790000,0
464,4730,6173350,22800,2021-11-26,2,17.580000,0
465,880,6173350,22800,2021-11-26,1,8.790000,0
466,1870,6173350,22800,2021-11-26,1,8.790000,0
467,2530,6173350,22800,2021-11-27,1,8.790000,0
468,1650,6173350,22800,2021-11-27,3,26.370001,0
469,2640,6173350,22800,2021-11-27,1,8.790000,0
470,2970,6173350,22800,2021-11-27,1,8.790000,0
471,770,6173350,22800,2021-11-27,1,8.790000,0
472,1100,6173350,22800,2021-11-27,1,8.790000,0
473,990,6173350,22800,2021-11-27,1,8.790000,0
474,330,6173350,22800,2021-11-27,1,8.790000,0
475,4730,6173350,22800,2021-11-28,1,8.790000,0
476,2750,6173350,22800,2021-11-28,1,8.790000,0
477,4840,6173350,22800,2021-11-29,1,8.790000,0
478,3740,6173350,22800,2021-11-29,1,8.790000,0
479,1870,6173350,22800,2021-11-29,1,8.790000,0
480,2970,6173350,22800,2021-11-29,1,8.790000,0
481,3410,6173350,22800,2021-11-29,2,17.580000,0
482,330,6173350,22800,2021-11-29,1,8.290000,0
483,2420,6173350,22800,2021-11-30,1,8.790000,0
484,770,6173350,22800,2021-11-30,3,26.370001,0
485,1100,6173350,22800,2021-11-30,2,17.580000,0
486,1650,6173350,22800,2021-11-30,1,8.790000,0
487,880,6173350,22800,2021-11-30,1,8.790000,0
488,990,6173350,22800,2021-11-30,1,8.790000,0
489,1540,6173350,22800,2021-11-30,1,8.790000,0
490,2310,6173350,22800,2021-11-30,1,8.790000,0
491,3410,6173400,22975,2021-11-01,1,14.990000,0
492,3300,6173400,22975,2021-11-01,1,14.990000,0
493,3410,6173400,22975,2021-11-02,1,14.990000,0
494,990,6173400,22975,2021-11-02,1,14.990000,0
495,2310,6173400,22975,2021-11-03,1,14.990000,0
496,330,6173400,22975,2021-11-03,1,14.990000,0
497,3300,6173400,22975,2021-11-04,1,14.990000,0
498,1320,6173400,22975,2021-11-04,1,14.990000,0
499,2090,6173400,22975,2021-11-04,1,14.990000,0
